
🌟4K,#genre#
春晚2015,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
春晚2016,https://cdn8.yzzy-online.com/20220704/577_cda9c8d1/1000k/hls/index.m3u8
春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚2018,https://cdn8.yzzy-online.com/20220704/610_ae5255ad/1000k/hls/index.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8	
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8	
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4	
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4	
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8	
春晚2024综合频道,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
春晚2024超高清频道,https://v10.dious.cc/20240209/4AK9UB5p/index.m3u8
2024辽宁卫视春晚上,https://v10.dious.cc/20240209/J95B9fT5/index.m3u8
2024辽宁卫视春晚下,https://v10.dious.cc/20240209/HWVp60d1/index.m3u8
2024深圳卫视春晚,https://v10.dious.cc/20240209/DKcsA9sZ/index.m3u8
2024安徽卫视春晚,https://v10.dious.cc/20240208/LHLdSBLv/index.m3u8
2024吉林春晚,https://v10.dious.cc/20240208/9ahrnAPw/index.m3u8
2024山东卫视春晚,https://v10.dious.cc/20240208/mJvkOFpp/index.m3u8
2024河南卫视春晚,https://v10.dious.cc/20240208/AN4hlNqo/index.m3u8
2024山西卫视春晚,https://v10.dious.cc/20240208/85CjUOf8/index.m3u8
2024北京卫视春晚,https://v10.dious.cc/20240210/Ll7WeunD/index.m3u8
2024湖北卫视春晚,https://v10.dious.cc/20240210/pOo0DnPW/index.m3u8
2024云南卫视春晚,https://v10.dious.cc/20240210/yOFfQfxj/index.m3u8
2024年海南卫视春晚,https://v10.dious.cc/20240210/vaplHwkP/index.m3u8
2024年陕西卫视春晚,https://v10.dious.cc/20240210/yYlVw3Ur/index.m3u8
2024安徽卫视农民春晚,https://v10.dious.cc/20240210/UnLrYixW/index.m3u8
2024中国杂技大联欢,https://v10.dious.cc/20240210/672HyyQ9/index.m3u8
启航2024 CCTV跨年晚会,https://v10.dious.cc/20240101/jb33ogNp/index.m3u8
2024年珠江春晚,https://v10.dious.cc/20240209/lNN6pUqq/index.m3u8
2024央视网络春晚,https://ikcdn01.ikzybf.com/20240205/QBNgom4j/2000kb/hls/index.m3u8
2025年中央电视台春节联欢晚会,https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8

💃直播中国,#genre#

青海李家峡水电站,https://gcalic.v.myalicdn.com/gc/bsszjs_1/index.m3u8
深圳福田红树林,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
河北邯郸京娘湖,http://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
广东韶关车八岭,http://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8
广东广州白江湖,http://gcalic.v.myalicdn.com/gc/zjjmht_1/index.m3u8
四川成都环球中心,http://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
西藏林芝工步江达,http://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
安徽黄山始信新道,http://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
浙江舟山嵊泗县,http://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
祁连县国家公园,http://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
山西大同,http://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
安徽黄山平天矼,http://gcalic.v.myalicdn.com/gc/wysyxdhp_1/index.m3u8
河北邯郸京娘湖,http://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
河南平顶山鲁山县,http://gcalic.v.myalicdn.com/gc/xjtcmys_1/index.m3u8
河南信阳浉河港镇,http://gcalic.v.myalicdn.com/gc/xjtcdgs_1/index.m3u8
云南普洱澜沧县,http://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
甘肃兰州中山桥,http://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
安徽黄山光明顶,http://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
江苏无锡亀头渚,http://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
陕西西安钟楼,http://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
西藏林芝南迦巴瓦,http://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
山东青岛艾山天文台,http://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
重庆渝中李子坝,http://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
南京玄武湖公园,http://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
广东广州绿美白江湖,http://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8
云南保山板桥镇,http://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
吉林省吉林市北山公园,http://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
云南丽江玉龙雪山草甸,http://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
天津海河,http://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
陕西西安大雁塔,http://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
陕西西安阎良关,http://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
云南西双版纳曼丢,http://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
河南焦作红石峡,http://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
浙江舟山东极岛,http://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
广东汕尾海丰鸟类保护区,http://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
广东云浮象窝山小长城,http://gcalic.v.myalicdn.com/gc/nxspthhpl_1/index.m3u8
河北沧州运河公园,http://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
辽宁沈阳浑河桥,http://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
重庆巫山长江,http://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
四川成都天府熊猫塔,http://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
云南昆明寻甸县,http://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
青海门源仙米国家公园,http://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
北京鸟巢水立方,http://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
河北秦皇岛老龙头,http://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
新疆昌吉州天山天池,http://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
河北秦皇岛金梦海湾,http://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
甘肃敦煌鸣沙山,http://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
河南洛阳龙门石窟,http://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
江苏南京玄武湖,http://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
安徽黄山卧云峰,http://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
山东济南趵突泉,http://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
西藏林芝鲁朗色季拉山,http://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
云南德宏勐焕大金塔,http://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
安徽黄山始信峰,http://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
河南鹤壁浚县,http://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
望乡台,http://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8
云南大理无量山,http://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
黑龙江萝北县,http://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
内蒙古乌审旗,http://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
江苏无锡大剧院,http://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
陕西咸阳乾陵,http://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
云南丽江远眺玉龙雪山,http://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
湖南邵阳莨山八角寨,http://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
黑龙江哈尔滨霋虹桥,http://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
河北承德金山岭长城,http://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
重庆巫山长江大桥,http://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8
云南红河,http://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
江苏徐州,http://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
黄山飞来石,http://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
陕西西安长安三河水库,http://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
山西晋城釜山泫水湖,http://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
吉林,http://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
安徽黟县西递牌坊,http://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
安徽黟县宏村南湖,http://gcalic.v.myalicdn.com/gc/yxhcyz_1/index.m3u8
安徽黟县芦村远眺,http://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
河南南阳方城德云山,http://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
云南大理南涧县,http://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
陕西渭南蒲城县,http://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
河南商丘永城县,http://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
云南大理茶马古道,http://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
北京门头沟,http://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
安徽黟县西递,http://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
北京密云古北水镇,http://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
湖南邵阳莨山骆驼峰,http://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
北京怀柔黄花城水长城,http://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
贵州黔东南,http://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
西藏日喀则珠峰,http://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
云南保山,http://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
湖北武汉黄鹤楼,http://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
乐山大佛全景,http://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
福建南平武夷山玉女峰,http://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
河北承德避暑山庄,http://gcalic.v.myalicdn.com/gc/zsslsfwsgz_1/index.m3u8

直播中国精编直播,http://gctxyc.liveplay.myqcloud.com/gc/wgw05_1/index.m3u8
贵州遵义黄果树瀑布,http://gctxyc.liveplay.myqcloud.com/gc/zjjsrsm_1/index.m3u8
广东韶关车八岭,http://gctxyc.liveplay.myqcloud.com/gc/zjjjjdl_1/index.m3u8
陕西渭南大荔县,http://gctxyc.liveplay.myqcloud.com/gc/zjjmht_1/index.m3u8
安徽宣城溪桃,http://gctxyc.liveplay.myqcloud.com/gc/zjjbfh_1/index.m3u8
西藏林芝工步江达,http://gctxyc.liveplay.myqcloud.com/gc/zjjybf_1/index.m3u8
四川峨眉山云海日出,http://gctxyc.liveplay.myqcloud.com/gc/emsarm_1/index.m3u8
浙江舟山嵊泗县,http://gctxyc.liveplay.myqcloud.com/gc/emsyh_1/index.m3u8
祁连县国家公园,http://gctxyc.liveplay.myqcloud.com/gc/emspxps_1/index.m3u8
山西大同,http://gctxyc.liveplay.myqcloud.com/gc/emswfs_1/index.m3u8
安徽黄山黟县,http://gctxyc.liveplay.myqcloud.com/gc/wysyxdhp_1/index.m3u8
新疆天山(定海神针),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8
河南平顶山鲁山县,http://gctxyc.liveplay.myqcloud.com/gc/xjtcmys_1/index.m3u8
河南信阳浉河港镇,http://gctxyc.liveplay.myqcloud.com/gc/xjtcdgs_1/index.m3u8
云南普洱澜沧县,http://gctxyc.liveplay.myqcloud.com/gc/tms05_1/index.m3u8
陕西渭南韩城市,http://gctxyc.liveplay.myqcloud.com/gc/gly01_1/index.m3u8
新疆昌吉州天山天池,http://gctxyc.liveplay.myqcloud.com/gc/drs01_1/index.m3u8
云南普洱景东县,http://gctxyc.liveplay.myqcloud.com/gc/blg05_1/index.m3u8
陕西西安钟楼,http://gctxyc.liveplay.myqcloud.com/gc/blg03_1/index.m3u8
西藏林芝南迦巴瓦,http://gctxyc.liveplay.myqcloud.com/gc/jhs05_1/index.m3u8
山东青岛艾山天文台,http://gctxyc.liveplay.myqcloud.com/gc/jhs01_1/index.m3u8
重庆渝中李子坝,http://gctxyc.liveplay.myqcloud.com/gc/ylh04_1/index.m3u8
南京玄武湖公园,http://gctxyc.liveplay.myqcloud.com/gc/xwh01_1/index.m3u8
内蒙古呼和浩特赛罕区,http://gctxyc.liveplay.myqcloud.com/gc/ylxs11_1/index.m3u8
云南保山板桥镇,http://gctxyc.liveplay.myqcloud.com/gc/ylxs12_1/index.m3u8
陕西渭南潼关县,http://gctxyc.liveplay.myqcloud.com/gc/hkylxs03_1/index.m3u8
云南丽江玉龙雪山草甸,http://gctxyc.liveplay.myqcloud.com/gc/hkylxs06_1/index.m3u8
新疆天山天池马牙山,http://gctxyc.liveplay.myqcloud.com/gc/hkylxs05_1/index.m3u8
陕西西安大雁塔,http://gctxyc.liveplay.myqcloud.com/gc/hkylxs01_1/index.m3u8
陕西西安阎良关,http://gctxyc.liveplay.myqcloud.com/gc/nss01_1/index.m3u8
云南西双版纳曼丢,http://gctxyc.liveplay.myqcloud.com/gc/fcw03_1/index.m3u8
河南焦作红石峡,http://gctxyc.liveplay.myqcloud.com/gc/pts01_1/index.m3u8
浙江舟山东极岛,http://gctxyc.liveplay.myqcloud.com/gc/djd01_1/index.m3u8
云南保山隆阳区,http://gctxyc.liveplay.myqcloud.com/gc/sgns02_1/index.m3u8
河南信阳鸡公山,http://gctxyc.liveplay.myqcloud.com/gc/nxspthhpl_1/index.m3u8
辽宁沈阳浑河桥,http://gctxyc.liveplay.myqcloud.com/gc/ljgcdsc_1/index.m3u8
重庆巫山长江,http://gctxyc.liveplay.myqcloud.com/gc/ljgcwglytylxs_1/index.m3u8
江苏宿迁骆马湖,http://gctxyc.liveplay.myqcloud.com/gc/ljgcszsnkgc_1/index.m3u8
云南昆明寻甸县,http://gctxyc.liveplay.myqcloud.com/gc/mdjxxmhjyxj_1/index.m3u8
乌镇蓝印花布,http://gctxyc.liveplay.myqcloud.com/gc/zjwzlyhb_1/index.m3u8
乌镇西市河,http://gctxyc.liveplay.myqcloud.com/gc/zjwzbblh_1/index.m3u8
乌镇龙形田,http://gctxyc.liveplay.myqcloud.com/gc/zjwzlxt_1/index.m3u8
乌镇全景,http://gctxyc.liveplay.myqcloud.com/gc/zjwzblt_1/index.m3u8
凤凰古城南华山,http://gctxyc.liveplay.myqcloud.com/gc/fhgcdnhs_1/index.m3u8
河南信阳何家寨,http://gctxyc.liveplay.myqcloud.com/gc/fhgcdgm_1/index.m3u8
黄花城水长城,http://gctxyc.liveplay.myqcloud.com/gc/wgw01_1/index.m3u8
安徽黄山卧云峰,http://gctxyc.liveplay.myqcloud.com/gc/wgw02_1/index.m3u8
山东济南趵突泉,http://gctxyc.liveplay.myqcloud.com/gc/wgw03_1/index.m3u8
甘肃敦煌月牙泉,http://gctxyc.liveplay.myqcloud.com/gc/dhyyqst_1/index.m3u8
云南德宏勐焕大金塔,http://gctxyc.liveplay.myqcloud.com/gc/dhyyqsm_1/index.m3u8
五彩池,http://gctxyc.liveplay.myqcloud.com/gc/hlwcc_1/index.m3u8
河南鹤壁浚县,http://gctxyc.liveplay.myqcloud.com/gc/hlzycc_1/index.m3u8
望乡台,http://gctxyc.liveplay.myqcloud.com/gc/hlwxt_1/index.m3u8
云南大理无量,http://gctxyc.liveplay.myqcloud.com/gc/taishan01_1/index.m3u8
黑龙江萝北县,http://gctxyc.liveplay.myqcloud.com/gc/taishan03_1/index.m3u8
广东佛山顺德,http://gctxyc.liveplay.myqcloud.com/gc/taishan06_1/index.m3u8
江苏无锡大剧院,http://gctxyc.liveplay.myqcloud.com/gc/taishan05_1/index.m3u8
陕西咸阳乾陵,http://gctxyc.liveplay.myqcloud.com/gc/taishan02_1/index.m3u8
西藏山南浪卡子县,http://gctxyc.liveplay.myqcloud.com/gc/hkts07_1/index.m3u8
湖南邵阳莨山八角寨,http://gctxyc.liveplay.myqcloud.com/gc/hkts02_1/index.m3u8
黑龙江哈尔滨霋虹桥,http://gctxyc.liveplay.myqcloud.com/gc/hkts09_1/index.m3u8
河北承德金山岭长城,http://gctxyc.liveplay.myqcloud.com/gc/hkts03_1/index.m3u8
云南红河,http://gctxyc.liveplay.myqcloud.com/gc/hsyg_1/index.m3u8
江苏徐州,http://gctxyc.liveplay.myqcloud.com/gc/hspyt_1/index.m3u8
黄山飞来石,http://gctxyc.liveplay.myqcloud.com/gc/hsptgy_1/index.m3u8
陕西西安长安三河水库,http://gctxyc.liveplay.myqcloud.com/gc/ahhs01_1/index.m3u8
山西晋城釜山泫水湖,http://gctxyc.liveplay.myqcloud.com/gc/zh02_1/index.m3u8
吉林,http://gctxyc.liveplay.myqcloud.com/gc/zh03_1/index.m3u8
安徽黟县西递牌坊,http://gctxyc.liveplay.myqcloud.com/gc/yxxdpf_1/index.m3u8
安徽黟县芦村远眺,http://gctxyc.liveplay.myqcloud.com/gc/yxlcyt_1/index.m3u8
河南南阳方城德云山,http://gctxyc.liveplay.myqcloud.com/gc/ztd_1/index.m3u8
云南大理南涧县,http://gctxyc.liveplay.myqcloud.com/gc/ztn_1/index.m3u8
陕西渭南蒲城县,http://gctxyc.liveplay.myqcloud.com/gc/hsxksqj_1/index.m3u8
河南商丘永城县,http://gctxyc.liveplay.myqcloud.com/gc/hgsspzxdpb_1/index.m3u8
云南大理茶马古道,http://gctxyc.liveplay.myqcloud.com/gc/tyhjtys_1/index.m3u8
北京门头沟,http://gctxyc.liveplay.myqcloud.com/gc/lpsgmjng01_1/index.m3u8
安徽黟县西递,http://gctxyc.liveplay.myqcloud.com/gc/xywfl_1/index.m3u8
北京密云古北水镇,http://gctxyc.liveplay.myqcloud.com/gc/dlst03_1/index.m3u8
湖南邵阳莨山骆驼峰,http://gctxyc.liveplay.myqcloud.com/gc/dlst01_1/index.m3u8
北京怀柔黄花城水长城,http://gctxyc.liveplay.myqcloud.com/gc/gllj01_1/index.m3u8
贵州黔东南,http://gctxyc.liveplay.myqcloud.com/gc/qdls03_1/index.m3u8
西藏日喀则珠峰,http://gctxyc.liveplay.myqcloud.com/gc/qdls02_1/index.m3u8
云南保山,http://gctxyc.liveplay.myqcloud.com/gc/zyqcdx01_1/index.m3u8
湖北武汉黄鹤楼,http://gctxyc.liveplay.myqcloud.com/gc/djyqyl1_1/index.m3u8
乐山大佛全景,http://gctxyc.liveplay.myqcloud.com/gc/lsdfgfl_1/index.m3u8
福建武夷山玉女峰,http://gctxyc.liveplay.myqcloud.com/gc/wysynf_1/index.m3u8
河北承德避暑山庄,http://gctxyc.liveplay.myqcloud.com/gc/zsslsfwsgz_1/index.m3u8
